website,output.cyclomatic,output.cyclomaticDensity,output.halstead.bugs,output.halstead.difficulty,output.halstead.effort,output.halstead.length,output.halstead.time,output.halstead.vocabulary,output.halstead.volume,output.halstead.operands.distinct,output.halstead.operands.total,output.halstead.operators.distinct,output.halstead.operators.total,output.params,output.sloc.logical,output.sloc.physical,class
mioveni.rou.ro,66,20.0105,4.587,47.4235,1304010.435,1617.0,72445.024,188.0,13760.5055,169.5,852.5,18.5,764.5,24,242.0,301.0,1
redanianintelligence.com,1,25.0,0.003,0.0,0.0,4.0,0.0,4.0,8.0,4.0,4.0,0.0,0.0,0,4.0,4.0,0
miradocumentales.com,66,26.2605,4.5845,47.4235,1304010.435,1615.0,72445.024,186.0,13752.5055,167.5,850.5,18.5,764.5,24,240.0,299.0,1
wealthshop888.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
mlfdll.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
proinspect.pl,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
mobileoffers.me,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
nurlueserler.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
mokume-gane.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
jolyfayestyle.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
monahtoys.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
lwpages.com,1,50.0,0.001,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0,2.0,2.0,0
mopatowicz.pl,66,38.7605,4.5835,47.4235,1304010.435,1614.0,72445.024,185.0,13749.5055,166.5,849.5,18.5,764.5,24,239.0,298.0,1
sitepokupok.ru,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
motivasee.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
sauna-paradiz.ru,1,50.0,0.001,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0,2.0,2.0,0
motorcylceusa.com,66,38.7605,4.5835,47.4235,1304010.435,1614.0,72445.024,185.0,13749.5055,166.5,849.5,18.5,764.5,24,239.0,298.0,1
handbid.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
mozaika.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
gougas.wordpress.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
mp3text.ru,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
craftingrelationships.co.uk,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
mpravo.org.ua,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
lavirena.myshopify.com,1,33.333,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0,3.0,3.0,0
msubaroda.ac.in,66,30.427,4.583,47.4235,1304010.435,1614.5,72445.024,184.5,13748.5055,166.0,850.0,18.5,764.5,24,239.5,298.5,1
turkiyerocktarihi.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
mtjc.fm,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
syairmbahjp.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
multiply.faucetfly.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
centextacticalgear.com,1,14.286,0.006999999999999999,0.0,0.0,7.0,0.0,7.0,19.651,7.0,7.0,0.0,0.0,0,7.0,7.0,0
mushroombounce.com,66,20.9035,4.5865,47.4235,1304010.435,1616.5,72445.024,187.5,13758.331,169.0,852.0,18.5,764.5,24,241.5,300.5,1
rokhstayle.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
musicall.co,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
flash-files.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
muslimahsitus.blogspot.co.id,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
barfuck.com,1,5.263,0.027000000000000003,0.0,0.0,19.0,0.0,19.0,80.711,19.0,19.0,0.0,0.0,0,19.0,19.0,0
mycrowdsharing.com,66,16.392,4.5965,47.4235,1304010.435,1622.5,72445.024,193.5,13788.861,175.0,858.0,18.5,764.5,24,247.5,306.5,1
feddf.es,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
mydlinka.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
wellness.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
mymusicloader.de,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
aja.com.tw,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
n3.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
asadvertising.com,1,50.0,0.001,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0,2.0,2.0,0
nabazar.sk,66,38.7605,4.5835,47.4235,1304010.435,1614.0,72445.024,185.0,13749.5055,166.5,849.5,18.5,764.5,24,239.0,298.0,1
msk.host,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
nahrdelniky.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
readermaster.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
naramky.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
medyabulut.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
naramkysmenom.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
btcmanager.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
naturesgate.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
bollywoodpapa.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
nausnice-a-privesky.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
watchtvnow.co,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
nausnice.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
nhadatbacninh.biz,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
ncerthelp4u.wordpress.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
zelos.id,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
nerdexterminador.blogspot.com.br,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
accuradio.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
nerdexterminador.blogspot.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
hooligapps.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
nerdexterminador.blogspot.pt,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
simondata.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
netherlands.nownetflix.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
mainelistings.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
newsaline.co.uk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
coolfunnyquotes.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
ngancati.net,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
partocrs.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
nieco-pre-radost.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
ubtrobot.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
nohavice-a-leginy.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
texty-pesen.ru,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
non6.blogspot.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
kayqer.am,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
non6.blogspot.ru,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
rydo.ru,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
norway.nownetflix.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
dolumax.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
notebookcheck.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
shopsamsung.vn,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
noticiaviral.pw,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
pryzha.ru,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
novoe-biserovo.ru,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
qvault.io,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
novostibishkeka.ru,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
mata.lu,1,50.0,0.001,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0,2.0,2.0,0
nt1ty.weebly.com,66,38.7605,4.5835,47.4235,1304010.435,1614.0,72445.024,185.0,13749.5055,166.5,849.5,18.5,764.5,24,239.0,298.0,1
tipxntrix.blogspot.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
nudetvshow.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
diybeautybase.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
nunukantimes.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
citymotorbike.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
obaly-na-mobil.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
allwownewz.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
oblecenia.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
darty.tn,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
obrazky.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
contentharmony.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
odznaky-a-gombiky.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
letsnurture.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
ofx.xyz,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
alintisoz.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
ogaeng.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
swiy.io,1,50.0,0.001,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0,2.0,2.0,0
oldtowncarnivalweek.co.uk,66,38.7605,4.5835,47.4235,1304010.435,1614.0,72445.024,185.0,13749.5055,166.5,849.5,18.5,764.5,24,239.0,298.0,1
it-workz.nl,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
online720pizle.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
suburbanchryslerdodgejeepramoffarmingtonhills.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
onlinefilmx.ru,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
ttytducco.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
ontube.ge,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
newstudio.tv,1,25.0,0.003,0.0,0.0,4.0,0.0,4.0,8.0,4.0,4.0,0.0,0.0,0,4.0,4.0,0
opencounseling.com,66,26.2605,4.5845,47.4235,1304010.435,1615.0,72445.024,186.0,13752.5055,167.5,850.5,18.5,764.5,24,240.0,299.0,1
acclaim-music.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
orbisbux.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
whatsgreen.org,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
origami.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
ello.co,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
originalne-babiky.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
thephoenixinstitute.org,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
originalne-darceky.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
maytinhnamthai.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
orkku.net,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
myartsonline.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
otkudazvon.ru,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
edumpus.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
otspb.ru,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
aspaonline.gr,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
ovecka.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
gifporntube.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
oveckovo.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
pizzabar.rs,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
overthetech.altervista.org,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
datelocator24.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
pakistan.nownetflix.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
bringmethenews.com,1,50.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0,2.0,2.0,0
paleanchorbread.tumblr.com,66,38.7605,4.583,47.4235,1304010.435,1614.0,72445.024,184.5,13748.5055,166.0,849.5,18.5,764.5,24,239.0,298.0,1
yesilgiresun.com.tr,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
papier.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
laranxasamargas.blogspot.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
parapensar.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
messenger-inquirer.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
patryk411.cba.pl,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
thetouchpad.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
pawshop.co.uk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
bluefrogtoys.co.uk,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
pekne-vecicky.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
mako.co.il,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
penazenky.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
thewholecook.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
photoshop-magazines.blogspot.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
elbisch.ch,1,12.5,0.008,0.0,0.0,8.0,0.0,8.0,24.0,8.0,8.0,0.0,0.0,0,8.0,8.0,0
pitesti.rou.ro,66,20.0105,4.587,47.4235,1304010.435,1617.0,72445.024,188.0,13760.5055,169.5,852.5,18.5,764.5,24,242.0,301.0,1
examcompass.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
pjesmicezadjecu.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
everyonecandraw.net,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
pkgoita.altervista.org,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
skywaysafaritours.com,1,20.0,0.004,0.0,0.0,5.0,0.0,5.0,11.61,5.0,5.0,0.0,0.0,0,5.0,5.0,0
playstationnow.zohosites.com,66,23.7605,4.585,47.4235,1304010.435,1615.5,72445.024,186.5,13754.3105,168.0,851.0,18.5,764.5,24,240.5,299.5,1
dianwoba.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
podrumakiem.cba.pl,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
akronbilisim.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
podtepeto.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
emilyshop.ru,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
pohladnice.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
ahan-esfahan.ir,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
polskieparkinarodowe.cba.pl,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
hotmaillonline.com,1,12.5,0.008,0.0,0.0,8.0,0.0,8.0,24.0,8.0,8.0,0.0,0.0,0,8.0,8.0,0
popestileordeni.rou.ro,66,20.0105,4.587,47.4235,1304010.435,1617.0,72445.024,188.0,13760.5055,169.5,852.5,18.5,764.5,24,242.0,301.0,1
laurenshope.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
pornlox.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
wordofmouth.co.ke,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
pornoautor.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
dellogliostore.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
pornohalva.net,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
ur.gov.lv,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
powstancy.cba.pl,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
